ID,date,cars,upstream,abs_difference
362,1995-06-06,66.755,72.566,5.811000000000007
364,1988-12-13,24.774979166666668,-2058.923,2083.6979791666663
364,1988-12-21,596.3778749999999,25.016,571.3618749999999
364,1988-12-20,1416.515125,1983.971,567.4558750000001
367,1980-08-02,3.9446666666666665,-10.299,14.243666666666666
367,1980-05-03,26.832791666666665,13.067,13.765791666666665
367,1982-02-16,16.926333333333336,3.399,13.527333333333335
368,1993-07-01,10.93940625,-87.669,98.60840625
368,1993-07-02,12.68528125,-80.173,92.85828125
368,1993-07-03,14.43115625,-74.332,88.76315625
372,1995-03-27,15.487000000000002,-6.682,22.169000000000004
372,1997-01-01,34.62766666666667,44.904,10.276333333333334
372,1986-04-30,3.916875,-4.851,8.767875
373,1981-06-10,388.18774999999994,308.381,79.80674999999997
373,1981-06-09,553.1424999999999,627.608,74.46550000000002
373,1984-05-31,230.82324999999997,283.106,52.28275000000002
374,2010-06-29,26.997375,-8.667,35.664375
374,2007-07-22,25.2815,-1.695,26.9765
374,1987-06-23,16.234,-8.596,24.830000000000002
378,1989-09-21,0.39475,-4.118,4.5127500000000005
378,1981-07-01,0.6276250000000001,-3.484,4.111625
378,1983-06-15,1.416,-1.884,3.3
384,2006-08-02,20.412625,-60.591,81.003625
384,1988-11-28,19.173250000000003,-53.35,72.52325
384,1992-08-19,37.451125000000005,-15.418,52.869125000000004
385,2008-06-06,14.83875,-0.184,15.022749999999998
385,1983-07-13,2.70175,-7.618,10.31975
385,2011-12-02,4.424822916666667,-5.459,9.883822916666666
386,1993-03-18,1065.3635416666666,1318.415,253.05145833333336
386,1986-02-19,1046.520625,1209.527,163.00637499999993
386,1997-01-04,579.8299999999999,450.204,129.62599999999992
390,2006-06-01,7.882,-10.801,18.683
390,1982-05-01,54.413250000000005,63.882,9.468749999999993
390,2006-05-09,29.2005,20.232,8.968500000000002
391,1986-10-02,58.31733333333333,-566.274,624.5913333333333
391,2000-09-25,67.53975,-76.642,144.18175
391,1997-01-02,372.1479166666667,465.427,93.27908333333335
393,2017-06-19,487.95825,535.251,47.292749999999955
393,2016-05-08,233.68,274.356,40.67599999999999
393,2017-06-13,438.4185,400.17,38.24849999999998
398,1983-09-22,23.55625,-60.493,84.04925
398,1980-08-26,26.655125,-39.332,65.987125
398,1980-05-22,36.205625,-14.102,50.307625
399,1985-05-02,14.536375,-7.079,21.615375
399,1981-06-19,12.436875,-8.934,21.370874999999998
